index,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,theta
991,-6.77024,0.84858,0.94109,2,3,0,0.224287
992,-7.16724,0.83849,0.94109,2,3,0,0.374173
993,-7.16724,0.291133,0.94109,1,1,0,0.374173
994,-6.90529,1,0.94109,2,3,0,0.184616
995,-6.84237,0.936981,0.94109,2,3,0,0.19849
996,-8.02802,0.528402,0.94109,2,3,0,0.474583
997,-7.02148,0.98276,0.94109,2,3,0,0.165933
998,-7.22095,0.956374,0.94109,1,1,0,0.143252
999,-6.77963,1,0.94109,2,3,0,0.28227
1000,-6.77963,0.6341,0.94109,2,3,0,0.28227
